Iso_Idxs,Value,Unc,RefRemarks,Term,Include,Table
"80.0202.0,80.0204.0",,,Fr95,R80.0204.0-R80.0202.0,,isom
"81.0203.0,81.0205.0",,,Fr95,R81.0205.0-R81.0203.0,,isom
"82.0204.0,82.0208.0",,,En74/73FR1+1,R82.0208.0-R82.0204.0,,isom
"82.0204.0,82.0208.0",,,En74/73FR1+1,R82.0208.0-R82.0204.0,,isom
"82.0204.0,82.0208.0",,,Fr95,R82.0208.0-R82.0204.0,,isom
"82.0206.0,82.0207.0",,,En74/68Po1+1 R,R82.0207.0-R82.0206.0,,isom
"82.0206.0,82.0207.0",,,En74/68Po1+1 R,R82.0207.0-R82.0206.0,,isom
"82.0206.0,82.0207.0",,,En74/68Po1+1 R,R82.0207.0-R82.0206.0,,isom
"82.0206.0,82.0207.0",,,En74/68Po1+1 R,R82.0207.0-R82.0206.0,,isom
"82.0206.0,82.0208.0",,,En74/73FR1+1,R82.0208.0-R82.0206.0,,isom
"82.0206.0,82.0208.0",,,En74/73FR1+1,R82.0208.0-R82.0206.0,,isom
"82.0206.0,82.0208.0",,,Fr95,R82.0208.0-R82.0206.0,,isom
"82.0207.0,82.0208.0",,,En74/73FR1+1,R82.0208.0-R82.0207.0,,isom
"82.0207.0,82.0208.0",,,En74/73FR1+1,R82.0208.0-R82.0207.0,,isom
"82.0207.0,82.0208.0",,,Fr95,R82.0208.0-R82.0207.0,,isom
"1.01.0,1.02.0",,,Hu98,R1.02.0-R1.01.0,,kalpha
"42.092.0,42.0100.0",,,"Su65, Su68",R42.0100.0-R42.092.0,,kalpha
"42.094.0,42.0100.0",,,"Su65, Su68",R42.0100.0-R42.094.0,,kalpha
"48.0110.0,48.0112.0",,,Ei79,R48.0112.0-R48.0110.0,,kalpha
"48.0110.0,48.0116.0",,,Ei79,R48.0116.0-R48.0110.0,,kalpha
"48.0112.0,48.0114.0",,,Ei79,R48.0114.0-R48.0112.0,,kalpha
"48.0114.0,48.0116.0",,,Ei79,R48.0116.0-R48.0114.0,,kalpha
"50.0116.0,50.0124.0",,,Ch68,R50.0124.0-R50.0116.0,,kalpha
"51.0121.0,51.0123.0",,,Ry72,R51.0123.0-R51.0121.0,,kalpha
"52.0124.0,52.0126.0",,,Su69,R52.0126.0-R52.0124.0,,kalpha
"52.0126.0,52.0128.0",,,Su69,R52.0128.0-R52.0126.0,,kalpha
"52.0128.0,52.0130.0",,,Su69,R52.0130.0-R52.0128.0,,kalpha
"56.0134.0,56.0135.0",,,Su69a,R56.0135.0-R56.0134.0,,kalpha
"56.0134.0,56.0136.0",,,Su69a,R56.0136.0-R56.0134.0,,kalpha
"56.0136.0,56.0137.0",,,Su69a,R56.0137.0-R56.0136.0,,kalpha
"56.0136.0,56.0138.0",,,Su69a,R56.0138.0-R56.0136.0,,kalpha
"58.0140.0,58.0142.0",,,Ei70a,R58.0142.0-R58.0140.0,,kalpha
"60.0142.0,60.0143.0",,,Le73,R60.0143.0-R60.0142.0,,kalpha
"60.0142.0,60.0144.0",,,Le73,R60.0144.0-R60.0142.0,,kalpha
"60.0143.0,60.0144.0",,,Le73,R60.0144.0-R60.0143.0,,kalpha
"60.0144.0,60.0145.0",,,Le73,R60.0145.0-R60.0144.0,,kalpha
"60.0144.0,60.0146.0",,,"Bh69,  Le73",R60.0146.0-R60.0144.0,,kalpha
"60.0144.0,60.0146.0",,,"Su67, Su68",R60.0146.0-R60.0144.0,,kalpha
"60.0145.0,60.0146.0",,,"Bh69,  Le73",R60.0146.0-R60.0145.0,,kalpha
"60.0146.0,60.0148.0",,,"Bh69,  Le73",R60.0148.0-R60.0146.0,,kalpha
"60.0146.0,60.0148.0",,,"Su67, Su68",R60.0148.0-R60.0146.0,,kalpha
"60.0148.0,60.0150.0",,,"Bh69,  Le73",R60.0150.0-R60.0148.0,,kalpha
"60.0148.0,60.0150.0",,,"Su67, Su68",R60.0150.0-R60.0148.0,,kalpha
"62.0144.0,62.0148.0",,,"Su67, Su68",R62.0148.0-R62.0144.0,,kalpha
"62.0147.0,62.0148.0",,,Le73,R62.0148.0-R62.0147.0,,kalpha
"62.0148.0,62.0149.0",,,Le73,R62.0149.0-R62.0148.0,,kalpha
"62.0148.0,62.0150.0",,,Le73,R62.0150.0-R62.0148.0,,kalpha
"62.0148.0,62.0150.0",,,"Su67, Su68",R62.0150.0-R62.0148.0,,kalpha
"62.0148.0,62.0154.0",,,"Ch68, Bh69",R62.0154.0-R62.0148.0,,kalpha
"62.0149.0,62.0150.0",,,Le73,R62.0150.0-R62.0149.0,,kalpha
"62.0150.0,62.0152.0",,,Le73,R62.0152.0-R62.0150.0,,kalpha
"62.0150.0,62.0152.0",,,"Su67, Su68",R62.0152.0-R62.0150.0,,kalpha
"62.0152.0,62.0154.0",,,Le73,R62.0154.0-R62.0152.0,,kalpha
"63.0151.0,63.0153.0",,,Ry72,R63.0153.0-R63.0151.0,,kalpha
"64.0154.0,64.0155.0",,,Bh69,R64.0155.0-R64.0154.0,,kalpha
"64.0154.0,64.0156.0",,,Bh69,R64.0156.0-R64.0154.0,,kalpha
"64.0155.0,64.0156.0",,,Bh69,R64.0156.0-R64.0155.0,,kalpha
"64.0156.0,64.0157.0",,,Bh69,R64.0157.0-R64.0156.0,,kalpha
"64.0156.0,64.0158.0",,,Bh69,R64.0158.0-R64.0156.0,,kalpha
"64.0157.0,64.0158.0",,,Bh69,R64.0158.0-R64.0157.0,,kalpha
"64.0158.0,64.0160.0",,,Bh69,R64.0160.0-R64.0158.0,,kalpha
"66.0161.0,66.0162.0",,,Le73,R66.0162.0-R66.0161.0,,kalpha
"66.0162.0,66.0163.0",,,Le73,R66.0163.0-R66.0162.0,,kalpha
"66.0162.0,66.0164.0",,,Le73,R66.0164.0-R66.0162.0,,kalpha
"66.0162.0,66.0164.0",,,Ei70,R66.0164.0-R66.0162.0,,kalpha
"66.0163.0,66.0164.0",,,Le73,R66.0164.0-R66.0163.0,,kalpha
"68.0166.0,68.0168.0",,,Bh69,R68.0168.0-R68.0166.0,,kalpha
"68.0168.0,68.0170.0",,,Bh69,R68.0170.0-R68.0168.0,,kalpha
"70.0170.0,70.0171.0",,,Le73,R70.0171.0-R70.0170.0,,kalpha
"70.0170.0,70.0172.0",,,Le73,R70.0172.0-R70.0170.0,,kalpha
"70.0171.0,70.0172.0",,,Le73,R70.0172.0-R70.0171.0,,kalpha
"70.0172.0,70.0173.0",,,Le73,R70.0173.0-R70.0172.0,,kalpha
"70.0172.0,70.0174.0",,,Le73,R70.0174.0-R70.0172.0,,kalpha
"70.0173.0,70.0174.0",,,Le73,R70.0174.0-R70.0173.0,,kalpha
"70.0174.0,70.0176.0",,,Le73,R70.0176.0-R70.0174.0,,kalpha
"72.0178.0,72.0180.0",,,Bh69,R72.0180.0-R72.0178.0,,kalpha
"74.0182.0,74.0184.0",,,Ch68,R74.0184.0-R74.0182.0,,kalpha
"74.0184.0,74.0186.0",,,Ch68,R74.0186.0-R74.0184.0,,kalpha
"80.0198.0,80.0199.0",,,Le78,R80.0199.0-R80.0198.0,,kalpha
"80.0198.0,80.0200.0",,,Le78,R80.0200.0-R80.0198.0,,kalpha
"80.0198.0,80.0201.0",,,Le78,R80.0201.0-R80.0198.0,,kalpha
"80.0198.0,80.0202.0",,,Le78,R80.0202.0-R80.0198.0,,kalpha
"80.0198.0,80.0204.0",,,Le78,R80.0204.0-R80.0198.0,,kalpha
"80.0199.0,80.0200.0",,,Le78,R80.0200.0-R80.0199.0,,kalpha
"80.0199.0,80.0201.0",,,Le78,R80.0201.0-R80.0199.0,,kalpha
"80.0199.0,80.0202.0",,,Le78,R80.0202.0-R80.0199.0,,kalpha
"80.0199.0,80.0204.0",,,Le78,R80.0204.0-R80.0199.0,,kalpha
"80.0200.0,80.0201.0",,,Le78,R80.0201.0-R80.0200.0,,kalpha
"80.0200.0,80.0202.0",,,Le78,R80.0202.0-R80.0200.0,,kalpha
"80.0200.0,80.0204.0",,,Le78,R80.0204.0-R80.0200.0,,kalpha
"80.0200.0,80.0204.0",,,Ch68,R80.0204.0-R80.0200.0,,kalpha
"80.0201.0,80.0202.0",,,Le78,R80.0202.0-R80.0201.0,,kalpha
"80.0201.0,80.0204.0",,,Le78,R80.0204.0-R80.0201.0,,kalpha
"80.0202.0,80.0204.0",,,Le78,R80.0204.0-R80.0202.0,,kalpha
"82.0204.0,82.0206.0",,,Le73,R82.0206.0-R82.0204.0,,kalpha
"82.0204.0,82.0206.0",,,Bo83,R82.0206.0-R82.0204.0,,kalpha
"82.0204.0,82.0208.0",,,Le73,R82.0208.0-R82.0204.0,,kalpha
"82.0204.0,82.0208.0",,,Bo83,R82.0208.0-R82.0204.0,,kalpha
"82.0206.0,82.0207.0",,,Le73,R82.0207.0-R82.0206.0,,kalpha
"82.0206.0,82.0207.0",,,Bo83,R82.0207.0-R82.0206.0,,kalpha
"82.0206.0,82.0208.0",,,"Ch68, Le73",R82.0208.0-R82.0206.0,,kalpha
"82.0206.0,82.0208.0",,,Bo83,R82.0208.0-R82.0206.0,,kalpha
"82.0207.0,82.0208.0",,,Le73,R82.0208.0-R82.0207.0,,kalpha
"82.0207.0,82.0208.0",,,Bo83,R82.0208.0-R82.0207.0,,kalpha
"92.0233.0,92.0238.0",,,Br65,R92.0238.0-R92.0233.0,,kalpha
"92.0233.0,92.0238.0",,,El96,R92.0238.0-R92.0233.0,,kalpha
"92.0235.0,92.0238.0",,,El98,R92.0238.0-R92.0235.0,,kalpha
"2.03.0,2.04.0",,,Mu07nan,R2.04.0**2-R2.03.0**2,,ois
"2.04.0,2.06.0",,,See alsonan,R2.06.0**2-R2.04.0**2,,ois
"2.04.0,2.08.0",,,"Ma94, Sh95, Wa04nan",R2.08.0**2-R2.04.0**2,,ois
"3.06.0,3.07.0",,,Bu03nan,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.07.0",,,Wa03From Bu03,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.07.0",,,Sc96From Bu03,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.07.0",,,Sa95From Bu03,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.07.0",,,Bu03nan,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.07.0",,,Wa03From Bu03,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.07.0",,,Sc96From Bu03,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.07.0",,,Sa95From Bu03,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.07.0",,,Ri94See Pu06,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.07.0",,,"Ew04, Sá06Corrected by Pu06",R3.07.0**2-R3.06.0**2,,ois
"3.07.0,3.08.0",,,nanCorrected by Pu06,R3.08.0**2-R3.07.0**2,,ois
"3.07.0,3.09.0",,,nanCorrected by Pu06,R3.09.0**2-R3.07.0**2,,ois
"3.07.0,3.011.0",,,nanCorrected by Pu06,R3.011.0**2-R3.07.0**2,,ois
"3.06.0,3.07.0",,,Nö11anan,R3.07.0**2-R3.06.0**2,,ois
"3.06.0,3.08.0",,,nannan,R3.08.0**2-R3.06.0**2,,ois
"3.06.0,3.09.0",,,nannan,R3.09.0**2-R3.06.0**2,,ois
"3.06.0,3.011.0",,,nannan,R3.011.0**2-R3.06.0**2,,ois
"4.07.0,4.09.0",,,Nö09R12 data ,R4.09.0**2-R4.07.0**2,,ois
"4.09.0,4.010.0",,,nanfrom tab.1. ,R4.010.0**2-R4.09.0**2,,ois
"4.09.0,4.011.0",,,nanof Nö09,R4.011.0**2-R4.09.0**2,,ois
"10.017.0,10.020.0",,,"Ge02, Ge08nan",R10.020.0**2-R10.017.0**2,,ois
"10.018.0,10.020.0",,,nannan,R10.020.0**2-R10.018.0**2,,ois
"10.019.0,10.020.0",,,nannan,R10.020.0**2-R10.019.0**2,,ois
"10.020.0,10.021.0",,,nannan,R10.021.0**2-R10.020.0**2,,ois
"10.020.0,10.022.0",,,nannan,R10.022.0**2-R10.020.0**2,,ois
"10.020.0,10.023.0",,,nannan,R10.023.0**2-R10.020.0**2,,ois
"10.020.0,10.024.0",,,nannan,R10.024.0**2-R10.020.0**2,,ois
"10.020.0,10.025.0",,,nannan,R10.025.0**2-R10.020.0**2,,ois
"10.020.0,10.026.0",,,nannan,R10.026.0**2-R10.020.0**2,,ois
"10.020.0,10.028.0",,,nannan,R10.028.0**2-R10.020.0**2,,ois
"11.020.0,11.023.0",,,Ot89 :  Values,R11.023.0**2-R11.020.0**2,,ois
"11.021.0,11.023.0",,,Au87 :  Syst error,R11.023.0**2-R11.021.0**2,,ois
"11.022.0,11.023.0",,,(To82)  nan,R11.023.0**2-R11.022.0**2,,ois
"11.023.0,11.024.0",,,nannan,R11.024.0**2-R11.023.0**2,,ois
"11.023.0,11.025.0",,,nannan,R11.025.0**2-R11.023.0**2,,ois
"11.023.0,11.026.0",,,nannan,R11.026.0**2-R11.023.0**2,,ois
"11.023.0,11.027.0",,,nannan,R11.027.0**2-R11.023.0**2,,ois
"11.023.0,11.028.0",,,nannan,R11.028.0**2-R11.023.0**2,,ois
"11.023.0,11.029.0",,,nannan,R11.029.0**2-R11.023.0**2,,ois
"11.023.0,11.030.0",,,nannan,R11.030.0**2-R11.023.0**2,,ois
"11.023.0,11.031.0",,,nannan,R11.031.0**2-R11.023.0**2,,ois
"18.032.0,18.038.0",,,Kl96Calibr: Mu,R18.038.0**2-R18.032.0**2,,ois
"18.033.0,18.038.0",,,nannan,R18.038.0**2-R18.033.0**2,,ois
"18.034.0,18.038.0",,,nannan,R18.038.0**2-R18.034.0**2,,ois
"18.035.0,18.038.0",,,nannan,R18.038.0**2-R18.035.0**2,,ois
"18.036.0,18.038.0",,,Bl08nan,R18.038.0**2-R18.036.0**2,,ois
"18.037.0,18.038.0",,,nannan,R18.038.0**2-R18.037.0**2,,ois
"18.038.0,18.039.0",,,nannan,R18.039.0**2-R18.038.0**2,,ois
"18.038.0,18.040.0",,,Bl08nan,R18.040.0**2-R18.038.0**2,,ois
"18.038.0,18.041.0",,,nannan,R18.041.0**2-R18.038.0**2,,ois
"18.038.0,18.042.0",,,nannan,R18.042.0**2-R18.038.0**2,,ois
"18.038.0,18.043.0",,,nannan,R18.043.0**2-R18.038.0**2,,ois
"18.038.0,18.044.0",,,nannan,R18.044.0**2-R18.038.0**2,,ois
"18.038.0,18.046.0",,,nannan,R18.046.0**2-R18.038.0**2,,ois
"19.038.0,19.039.0",,,Au87nan,R19.039.0**2-R19.038.0**2,,ois
"19.039.0,19.040.0",,,(To82b)Mu data ,R19.040.0**2-R19.039.0**2,,ois
"19.039.0,19.041.0",,,nannan,R19.041.0**2-R19.039.0**2,,ois
"19.039.0,19.042.0",,,nannan,R19.042.0**2-R19.039.0**2,,ois
"19.039.0,19.043.0",,,nannan,R19.043.0**2-R19.039.0**2,,ois
"19.039.0,19.044.0",,,nannan,R19.044.0**2-R19.039.0**2,,ois
"19.039.0,19.045.0",,,nannan,R19.045.0**2-R19.039.0**2,,ois
"19.039.0,19.046.0",,,nannan,R19.046.0**2-R19.039.0**2,,ois
"19.039.0,19.047.0",,,nannan,R19.047.0**2-R19.039.0**2,,ois
"20.039.0,20.040.0",,,nannan,R20.040.0**2-R20.039.0**2,,ois
"20.040.0,20.041.0",,,Au87Calib: MIA E+M,R20.041.0**2-R20.040.0**2,,ois
"20.040.0,20.042.0",,,(Pa84)nan,R20.042.0**2-R20.040.0**2,,ois
"20.040.0,20.043.0",,,nannan,R20.043.0**2-R20.040.0**2,,ois
"20.040.0,20.044.0",,,nannan,R20.044.0**2-R20.040.0**2,,ois
"20.040.0,20.045.0",,,nannan,R20.045.0**2-R20.040.0**2,,ois
"20.040.0,20.046.0",,,nannan,R20.046.0**2-R20.040.0**2,,ois
"20.040.0,20.047.0",,,nannan,R20.047.0**2-R20.040.0**2,,ois
"20.040.0,20.048.0",,,nannan,R20.048.0**2-R20.040.0**2,,ois
"20.044.0,20.050.0",,,Ve92Calib  Mu,R20.050.0**2-R20.044.0**2,,ois
"21.042.0,21.045.0",,,Ga06nan,R21.045.0**2-R21.042.0**2,,ois
"21.043.0,21.045.0",,,Ma08nan,R21.045.0**2-R21.043.0**2,,ois
"21.044.0,21.045.0",,,Priv. Comm.nan,R21.045.0**2-R21.044.0**2,,ois
"21.045.0,21.046.0",,,nannan,R21.046.0**2-R21.045.0**2,,ois
"21.042.0,21.045.0",,,Ma10nan,R21.045.0**2-R21.042.0**2,,ois
"21.043.0,21.045.0",,,Priv. nan,R21.045.0**2-R21.043.0**2,,ois
"21.044.0,21.045.0",,,Comm.nan,R21.045.0**2-R21.044.0**2,,ois
"21.045.0,21.046.0",,,nannan,R21.046.0**2-R21.045.0**2,,ois
"21.042.0,21.045.0",,,Av11nan,R21.045.0**2-R21.042.0**2,,ois
"21.043.0,21.045.0",,,nannan,R21.045.0**2-R21.043.0**2,,ois
"21.044.0,21.045.0",,,nannan,R21.045.0**2-R21.044.0**2,,ois
"21.045.0,21.046.0",,,nannan,R21.046.0**2-R21.045.0**2,,ois
"22.044.0,22.048.0",,,Ga04nan,R22.048.0**2-R22.044.0**2,,ois
"22.045.0,22.048.0",,,nannan,R22.048.0**2-R22.045.0**2,,ois
"22.046.0,22.048.0",,,nannan,R22.048.0**2-R22.046.0**2,,ois
"22.047.0,22.048.0",,,nannan,R22.048.0**2-R22.047.0**2,,ois
"22.048.0,22.049.0",,,nannan,R22.049.0**2-R22.048.0**2,,ois
"22.048.0,22.050.0",,,nannan,R22.050.0**2-R22.048.0**2,,ois
"24.050.0,24.052.0",,,Au87El+mu,R24.052.0**2-R24.050.0**2,,ois
"24.052.0,24.053.0",,,"(HW67, nan",R24.053.0**2-R24.052.0**2,,ois
"24.052.0,24.054.0",,,We69)nan,R24.054.0**2-R24.052.0**2,,ois
"25.050.0,25.055.0",,,Ch10nan,R25.055.0**2-R25.050.0**2,,ois
"25.051.0,25.055.0",,,nannan,R25.055.0**2-R25.051.0**2,,ois
"25.052.0,25.055.0",,,nannan,R25.055.0**2-R25.052.0**2,,ois
"25.053.0,25.055.0",,,nannan,R25.055.0**2-R25.053.0**2,,ois
"25.054.0,25.055.0",,,nannan,R25.055.0**2-R25.054.0**2,,ois
"25.055.0,25.056.0",,,nannan,R25.056.0**2-R25.055.0**2,,ois
"28.058.0,28.060.0",,,Au87El+mu,R28.060.0**2-R28.058.0**2,,ois
"28.060.0,28.061.0",,,(St80)Full error ,R28.061.0**2-R28.060.0**2,,ois
"28.060.0,28.062.0",,,nannan,R28.062.0**2-R28.060.0**2,,ois
"28.062.0,28.064.0",,,nannan,R28.064.0**2-R28.062.0**2,,ois
"30.066.0,30.067.0",,,"Fo82el+mu(64-66) adatokat felhasználva, ld. 152_UPDATED/R++EMKO lap Z=30, sorok végét: AC175:  0.1651 fm^2",R30.067.0**2-R30.066.0**2,,ois
"36.072.0,36.086.0",,,Ke95Bl85:  2%,R36.086.0**2-R36.072.0**2,,ois
"36.074.0,36.086.0",,,nannan,R36.086.0**2-R36.074.0**2,,ois
"36.075.0,36.086.0",,,nannan,R36.086.0**2-R36.075.0**2,,ois
"36.076.0,36.086.0",,,nannan,R36.086.0**2-R36.076.0**2,,ois
"36.077.0,36.086.0",,,nannan,R36.086.0**2-R36.077.0**2,,ois
"36.078.0,36.086.0",,,nannan,R36.086.0**2-R36.078.0**2,,ois
"36.079.0,36.086.0",,,nannan,R36.086.0**2-R36.079.0**2,,ois
"36.080.0,36.086.0",,,nannan,R36.086.0**2-R36.080.0**2,,ois
"36.081.0,36.086.0",,,nannan,R36.086.0**2-R36.081.0**2,,ois
"36.082.0,36.086.0",,,nannan,R36.086.0**2-R36.082.0**2,,ois
"36.083.0,36.086.0",,,nannan,R36.086.0**2-R36.083.0**2,,ois
"36.084.0,36.086.0",,,nannan,R36.086.0**2-R36.084.0**2,,ois
"36.085.0,36.086.0",,,nannan,R36.086.0**2-R36.085.0**2,,ois
"36.086.0,36.087.0",,,nannan,R36.087.0**2-R36.086.0**2,,ois
"36.086.0,36.088.0",,,nannan,R36.088.0**2-R36.086.0**2,,ois
"36.086.0,36.089.0",,,nannan,R36.089.0**2-R36.086.0**2,,ois
"36.086.0,36.090.0",,,nannan,R36.090.0**2-R36.086.0**2,,ois
"36.086.0,36.091.0",,,nannan,R36.091.0**2-R36.086.0**2,,ois
"36.086.0,36.092.0",,,nannan,R36.092.0**2-R36.086.0**2,,ois
"36.086.0,36.093.0",,,nannan,R36.093.0**2-R36.086.0**2,,ois
"36.086.0,36.094.0",,,nannan,R36.094.0**2-R36.086.0**2,,ois
"36.086.0,36.095.0",,,nannan,R36.095.0**2-R36.086.0**2,,ois
"36.086.0,36.096.0",,,nannan,R36.096.0**2-R36.086.0**2,,ois
"37.076.0,37.087.0",,,Au87Total error,R37.087.0**2-R37.076.0**2,,ois
"37.077.0,37.087.0",,,(Th81)nan,R37.087.0**2-R37.077.0**2,,ois
"37.078.0,37.087.0",,,nannan,R37.087.0**2-R37.078.0**2,,ois
"37.079.0,37.087.0",,,nannan,R37.087.0**2-R37.079.0**2,,ois
"37.080.0,37.087.0",,,nannan,R37.087.0**2-R37.080.0**2,,ois
"37.081.0,37.087.0",,,nannan,R37.087.0**2-R37.081.0**2,,ois
"37.082.0,37.087.0",,,nannan,R37.087.0**2-R37.082.0**2,,ois
"37.083.0,37.087.0",,,nannan,R37.087.0**2-R37.083.0**2,,ois
"37.084.0,37.087.0",,,nannan,R37.087.0**2-R37.084.0**2,,ois
"37.085.0,37.087.0",,,nannan,R37.087.0**2-R37.085.0**2,,ois
"37.086.0,37.087.0",,,nannan,R37.087.0**2-R37.086.0**2,,ois
"37.087.0,37.088.0",,,nannan,R37.088.0**2-R37.087.0**2,,ois
"37.087.0,37.089.0",,,nannan,R37.089.0**2-R37.087.0**2,,ois
"37.087.0,37.090.0",,,nannan,R37.090.0**2-R37.087.0**2,,ois
"37.087.0,37.091.0",,,nannan,R37.091.0**2-R37.087.0**2,,ois
"37.087.0,37.092.0",,,nannan,R37.092.0**2-R37.087.0**2,,ois
"37.087.0,37.093.0",,,nannan,R37.093.0**2-R37.087.0**2,,ois
"37.087.0,37.094.0",,,nannan,R37.094.0**2-R37.087.0**2,,ois
"37.087.0,37.095.0",,,nannan,R37.095.0**2-R37.087.0**2,,ois
"37.087.0,37.096.0",,,nannan,R37.096.0**2-R37.087.0**2,,ois
"37.087.0,37.097.0",,,nannan,R37.097.0**2-R37.087.0**2,,ois
"37.087.0,37.098.0",,,nannan,R37.098.0**2-R37.087.0**2,,ois
"38.077.0,38.088.0",,,Li92Előjel?  ???,R38.088.0**2-R38.077.0**2,,ois
"38.078.0,38.088.0",,,Bu90High moments,R38.088.0**2-R38.078.0**2,,ois
"38.079.0,38.088.0",,,nanneglected,R38.088.0**2-R38.079.0**2,,ois
"38.080.0,38.088.0",,,nannan,R38.088.0**2-R38.080.0**2,,ois
"38.081.0,38.088.0",,,nannan,R38.088.0**2-R38.081.0**2,,ois
"38.082.0,38.088.0",,,nannan,R38.088.0**2-R38.082.0**2,,ois
"38.083.0,38.088.0",,,nannan,R38.088.0**2-R38.083.0**2,,ois
"38.084.0,38.088.0",,,nannan,R38.088.0**2-R38.084.0**2,,ois
"38.085.0,38.088.0",,,nannan,R38.088.0**2-R38.085.0**2,,ois
"38.086.0,38.088.0",,,nannan,R38.088.0**2-R38.086.0**2,,ois
"38.087.0,38.088.0",,,nannan,R38.088.0**2-R38.087.0**2,,ois
"38.088.0,38.089.0",,,nannan,R38.089.0**2-R38.088.0**2,,ois
"38.088.0,38.090.0",,,nannan,R38.090.0**2-R38.088.0**2,,ois
"38.088.0,38.091.0",,,nannan,R38.091.0**2-R38.088.0**2,,ois
"38.088.0,38.092.0",,,nannan,R38.092.0**2-R38.088.0**2,,ois
"38.088.0,38.093.0",,,nannan,R38.093.0**2-R38.088.0**2,,ois
"38.088.0,38.094.0",,,nannan,R38.094.0**2-R38.088.0**2,,ois
"38.088.0,38.095.0",,,nannan,R38.095.0**2-R38.088.0**2,,ois
"38.088.0,38.096.0",,,nannan,R38.096.0**2-R38.088.0**2,,ois
"38.088.0,38.097.0",,,nannan,R38.097.0**2-R38.088.0**2,,ois
"38.088.0,38.098.0",,,nannan,R38.098.0**2-R38.088.0**2,,ois
"38.088.0,38.099.0",,,Li91nan,R38.099.0**2-R38.088.0**2,,ois
"38.088.0,38.0100.0",,,nannan,R38.0100.0**2-R38.088.0**2,,ois
"39.086.0,39.089.0",,,Ch07Előjel-,R39.089.0**2-R39.086.0**2,,ois
"39.087.0,39.089.0",,,nanfordítás!,R39.089.0**2-R39.087.0**2,,ois
"39.088.0,39.089.0",,,"nan""   """,R39.089.0**2-R39.088.0**2,,ois
"39.089.0,39.090.0",,,nannan,R39.090.0**2-R39.089.0**2,,ois
"39.089.0,39.092.0",,,nannan,R39.092.0**2-R39.089.0**2,,ois
"39.089.0,39.093.0",,,nanError ~ 10 %,R39.093.0**2-R39.089.0**2,,ois
"39.089.0,39.094.0",,,nannan,R39.094.0**2-R39.089.0**2,,ois
"39.089.0,39.095.0",,,"nansee Ch07, p.135",R39.095.0**2-R39.089.0**2,,ois
"39.089.0,39.096.0",,,nannan,R39.096.0**2-R39.089.0**2,,ois
"39.089.0,39.097.0",,,nannan,R39.097.0**2-R39.089.0**2,,ois
"39.089.0,39.098.0",,,nannan,R39.098.0**2-R39.089.0**2,,ois
"39.089.0,39.099.0",,,nannan,R39.099.0**2-R39.089.0**2,,ois
"39.089.0,39.0100.0",,,nannan,R39.0100.0**2-R39.089.0**2,,ois
"39.089.0,39.0101.0",,,nannan,R39.0101.0**2-R39.089.0**2,,ois
"39.089.0,39.0102.0",,,nan(I = 2),R39.0102.0**2-R39.089.0**2,,ois
"39.089.0,39.0102.0",,,nan(I = 3),R39.0102.0**2-R39.089.0**2,,ois
"40.087.0,40.090.0",,,Fo02nan,R40.090.0**2-R40.087.0**2,,ois
"40.088.0,40.090.0",,,nannan,R40.090.0**2-R40.088.0**2,!,ois
"40.089.0,40.090.0",,,nannan,R40.090.0**2-R40.089.0**2,,ois
"40.090.0,40.092.0",,,Ga88anan,R40.092.0**2-R40.090.0**2,,ois
"40.090.0,40.091.0",,,nannan,R40.091.0**2-R40.090.0**2,,ois
"40.092.0,40.094.0",,,nannan,R40.094.0**2-R40.092.0**2,,ois
"40.094.0,40.096.0",,,nannan,R40.096.0**2-R40.094.0**2,,ois
"40.090.0,40.097.0",,,Ca02nan,R40.097.0**2-R40.090.0**2,,ois
"40.090.0,40.098.0",,,nannan,R40.098.0**2-R40.090.0**2,,ois
"40.090.0,40.099.0",,,nannan,R40.099.0**2-R40.090.0**2,,ois
"40.090.0,40.0100.0",,,nannan,R40.0100.0**2-R40.090.0**2,,ois
"40.090.0,40.0101.0",,,nannan,R40.0101.0**2-R40.090.0**2,,ois
"40.090.0,40.0102.0",,,nannan,R40.0102.0**2-R40.090.0**2,,ois
"41.090.0,41.091.0",,,Ch09a0.1,R41.091.0**2-R41.090.0**2,,ois
"41.091.0,41.092.0",,,nansee p.3.,R41.092.0**2-R41.091.0**2,,ois
"41.091.0,41.093.0",,,nannan,R41.093.0**2-R41.091.0**2,,ois
"41.091.0,41.099.0",,,nannan,R41.099.0**2-R41.091.0**2,,ois
"41.091.0,41.0101.0",,,nannan,R41.0101.0**2-R41.091.0**2,,ois
"41.091.0,41.0103.0",,,nannan,R41.0103.0**2-R41.091.0**2,,ois
"42.090.0,42.092.0",,,"Ch09,001 errors",R42.092.0**2-R42.090.0**2,,ois
"42.091.0,42.092.0",,,nanadded,R42.092.0**2-R42.091.0**2,,ois
"42.092.0,42.094.0",,,"nan,001 errors",R42.094.0**2-R42.092.0**2,,ois
